ApArtId	AP Art	AP Status	AP Start im Jahr	AP Stand Umsetzung	Pop Guid	Pop Nr	Pop Name	Pop Status	Pop bekannt seit	Pop X-Koordinaten	Pop Y-Koordinaten	TPopId	TPop Guid	TPop Nr	TPop Gemeinde	TPop Flurname	TPop Status	TPop Status unklar	TPop Begründung für unklaren Status	TPop X-Koordinaten	TPop Y-Koordinaten	TPop Radius (m)	TPop Höhe	TPop Exposition	TPop Klima	TPop Hangneigung	TPop Beschreibung	TPop Kataster-Nr	TPop Verantwortlich	TPop für AP-Bericht relevant	TPop bekannt seit	TPop EigentümerIn	TPop Kontakt vor Ort	TPop Nutzungszone	TPop BewirtschafterIn	TPop Bewirtschaftung	TPop Lage repräsentiert Population	MutWann	MutWer	
												13426	8839E604-5221-45BD-A3F5-F5E039C0182E	1	Regensberg / Steinmaur	Schmidhalden	angesiedelt, vor Beginn Aktionsplan	0		675725	259800	150	520				randlich und in Schotterflächen		Isabelle Flöss	1	2004						1	2010-03-27 00:00:00	KarinMarti	
												13554	8A0578E2-E9B0-4BBC-A24B-6CA5350C0E46	1	Regensberg / Steinmaur	Schmidhalden	nur angesät	0		675725	259800	150	520						Isabelle Flöss	1							1	2010-03-27 00:00:00	KarinMarti	
												2146449647	54B069BB-E4C8-4187-BE64-C4217EF22743	1		Digitest Digitest Digitest	autochthon													1								2011-02-22 13:23:24	salzmann	
												2146450371	6d7323d6-3e7d-11e0-95ab-003048cd3590	1		test2														1								2011-11-17 15:28:04	alex	
												2146450604	bbccdb3e-1141-11e1-9fe9-003048cd3590	1		test 303													Charlotte Salzmann	1								2011-11-17 18:30:10	salzmann	
												2146450771	8439206e-26f5-11e1-9fe9-003048cd3590	1		Test Debug														1								2011-12-15 09:19:33	salzmann	
												2146450772	c180bc96-26f7-11e1-9fe9-003048cd3590	1		Test Debug Clariden topos														1								2011-12-15 09:35:34	topos	
												2146451011	63cfc536-b5a6-11e1-b690-003048cd3590	1	ggg	tpop 3_1 	angesiedelt, vor Beginn Aktionsplan	0	d bla bb	697518	257628	3	3	f	f	f	f	f	Adrienne Frei	1	2000	f	f	f	f	ff	1	2012-10-17 13:55:01	z	
												2146451017	67f6a944-bad9-11e1-b690-003048cd3590	1		11																						2012-06-20 15:11:17	z	
												2146451042	d6a2a170-e169-11e1-b690-003048cd3590	1	Zürich	Teilpopulation	angesiedelt, nach Beginn Aktionsplan			680382	248347									1							1	2012-10-16 15:08:47	salzmann	
												2146451049	68220d90-e6cc-11e1-b690-003048cd3590	1	Hinterwald	Hub	nur angesät			689498	250755									1	2012						1	2012-08-15 13:31:40	RegulaDickenmann	
												2146451050	7113d0c2-e6cd-11e1-b690-003048cd3590	1	Zürich	Tann	autochthon			662902	250588										1900						1	2012-08-15 13:38:47	RegulaDickenmann	
												12304	2EB18A9C-7E20-4A74-B034-1BA4266DAB9D	2	Regensberg / Steinmaur	Schmidhalden	nur angesät	0		675725	259800	150	520						Isabelle Flöss	1	2005						0	2010-03-27 00:00:00	KarinMarti	
												12861	43BC449C-2FDD-4451-A19C-B6FC5257801B	2	Regensberg / Steinmaur	Schmidhalden, S-Hang Ost	nur angesät	0		675725	259800	50					S-Hang Ost		Isabelle Flöss	1	2002						0	2010-03-27 00:00:00	KarinMarti	
												2146450372	3501f3f0-3e7e-11e0-95ab-003048cd3590	2		test														1								2011-02-22 13:21:18	salzmann	
												2146450373	a21f8538-3e7e-11e0-95ab-003048cd3590	2		Test 100.2 Aceras														1								2011-02-22 13:24:21	salzmann	
												2146450488	7ee94a3e-98bc-11e0-95ab-003048cd3590	2		ehem Nr. 2 von Pop 102 test														1							1	2011-11-17 15:30:22	alex	
												2146451041	c3013dac-e169-11e1-b690-003048cd3590	2		Teilpopulation 2	angesiedelt, vor Beginn Aktionsplan			680430	248520									1	2010						0	2012-08-08 17:27:18	CharlotteSalzmann	
												2146451051	e627dbce-e6cd-11e1-b690-003048cd3590	2	Zürich	Wäldi	neu entdeckt, autochthon			680470	244201								Regula Dickenmann		2012			Wald				2012-08-15 13:43:50	RegulaDickenmann	
												2146450374	929c8e40-3e82-11e0-95ab-003048cd3590	3		100.3 test	autochthon													1								2011-02-22 13:52:33	salzmann	
												2146451043	dcdf29a0-e169-11e1-b690-003048cd3590	3		Teilpopulation 3	angesiedelt, vor Beginn Aktionsplan			680601	248356									1	2012						0	2012-08-08 17:35:57	CharlotteSalzmann	
												2146451056	cc0a3a7c-07cd-11e2-b690-003048cd3590	4		test				789083	171865																0	2012-09-29 02:20:42	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	c68e3b46-1927-11e2-b690-003048cd3590	1	Population		2000	0	0	2146451162	7901cae0-3d59-11e2-a78a-003048cd3590				neu entdeckt, angesiedelt	1		685948	245508																	2012-12-05 11:27:13	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	c68e3b46-1927-11e2-b690-003048cd3590	1	Population		2000	0	0	2146451163	ee41b6c6-3d59-11e2-a78a-003048cd3590							693000	245700																	2012-12-04 22:04:24	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	28b8d6fa-191e-11e2-b690-003048cd3590	2	na so was was					2146451154	4245b170-3cc7-11e2-a78a-003048cd3590							691500	244200																	2012-12-02 23:10:18	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	28b8d6fa-191e-11e2-b690-003048cd3590	2	na so was was					2146451091	2c18fd54-3abe-11e2-a78a-003048cd3590	1		Feldkontrolle mit Biotoptest			hghg	695202	249073																0	2012-12-03 15:00:23	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	28b8d6fa-191e-11e2-b690-003048cd3590	2	na so was was					2146451117	2508fef6-3abe-11e2-a78a-003048cd3590	1			autochthon			690106	240660																	2012-11-30 16:17:28	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	f3d7d7b6-0044-11e2-b690-003048cd3590	3	Aus dieser Pop TPop verschieben aha					2146451139	613bd56a-39ab-11e2-a78a-003048cd3590							693250	243200																	2012-11-28 23:32:04	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	1fd7ae30-e6b5-11e1-b690-003048cd3590	4	Test5 machen wir einen besonders überlangen Namen	autochthon	2012	681258	247470	2146451133	1b41a18c-37c8-11e2-a78a-003048cd3590							692502	237884																	2012-12-03 15:29:59	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	1fd7ae30-e6b5-11e1-b690-003048cd3590	4	Test5 machen wir einen besonders überlangen Namen	autochthon	2012	681258	247470	2146451046	4d48609e-e6b5-11e1-b690-003048cd3590	1		Bäckeranlage Nord	autochthon			681871	247933									1							1	2012-11-28 22:48:19	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	1fd7ae30-e6b5-11e1-b690-003048cd3590	4	Test5 machen wir einen besonders überlangen Namen	autochthon	2012	681258	247470	2146451014	21d1c452-b5b2-11e1-b690-003048cd3590	2	Andelfingen	ff	neu entdeckt, angesiedelt	1	Na, wie geht das? aha	705237	252933									1							0	2012-11-19 11:13:11	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	1fd7ae30-e6b5-11e1-b690-003048cd3590	4	Test5 machen wir einen besonders überlangen Namen	autochthon	2012	681258	247470	2146451129	06fba9ea-37c6-11e2-a78a-003048cd3590	3		gg				686200	239700																	2012-11-26 13:39:09	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	1fd7ae30-e6b5-11e1-b690-003048cd3590	4	Test5 machen wir einen besonders überlangen Namen	autochthon	2012	681258	247470	2146451130	7bca74ae-37c6-11e2-a78a-003048cd3590	4						694079	250490																	2012-11-28 23:31:17	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	2577b966-af4c-11e1-b690-003048cd3590	5	Pop gg	neu entdeckt, angesiedelt	2010			2146451057	cb524cc2-09b8-11e2-b690-003048cd3590	3	Andelfingen	tpop				705424	253072																0	2012-11-15 14:20:06	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	c6513b4c-af4b-11e1-b690-003048cd3590	6	Pop	nur angesät	1980			2146451016	7564622c-ba4a-11e1-b690-003048cd3590			tpop 2				707062	237267																	2012-11-05 15:21:52	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	c6513b4c-af4b-11e1-b690-003048cd3590	6	Pop	nur angesät	1980			2146451033	2ab32b9a-cb76-11e1-b690-003048cd3590			test	autochthon			678940	246088																	2012-07-11 18:34:42	AndreasKeel	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	c6513b4c-af4b-11e1-b690-003048cd3590	6	Pop	nur angesät	1980			2146451013	1074710a-b5b2-11e1-b690-003048cd3590	5	Aarau (AG)	tpop	neu entdeckt, autochthon			682958	257302																	2012-11-25 05:08:02	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	c6513b4c-af4b-11e1-b690-003048cd3590	6	Pop	nur angesät	1980			2146451127	80b3207a-37a7-11e2-a78a-003048cd3590	55		Test latlong																						2012-11-26 09:59:28	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	7dd5c83e-1c14-11e2-b690-003048cd3590	7	Population 7	autochthon				2146451079	84f7e4bc-1c14-11e2-b690-003048cd3590							701609	243977																	2012-11-30 12:23:04	z	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	8fc5156e-29a1-11e2-a78a-003048cd3590	10	gfsgfd					2146451093	c0119f44-29a1-11e2-a78a-003048cd3590																									2012-11-08 13:42:26	rüegg	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	8fc5156e-29a1-11e2-a78a-003048cd3590	10	gfsgfd					2146451092	b38e6cca-29a1-11e2-a78a-003048cd3590	1		neuen TPop verschieben zu 2																						2012-11-08 13:48:26	rüegg	
100	Abies alba Mill.    >>>Testart<<<	in Bearbeitung	2002	noch keine Umsetzung	acdccc90-e6b8-11e1-b690-003048cd3590	500	Feldstrasse					2146451048	d2b2d70c-e6b8-11e1-b690-003048cd3590	1		Feldstrasse				681617	247779																	2012-11-28 22:59:38	z	
150	Abutilon theophrasti Medik.    >>>Testart<<<				a1c1027c-fb94-11e1-b690-003048cd3590	1	neu	autochthon				2146451075	83c11400-1864-11e2-b690-003048cd3590	1		Neue TPop	angesiedelt, vor Beginn Aktionsplan													1								2012-10-17 16:11:40	salzmann	
150	Abutilon theophrasti Medik.    >>>Testart<<<				e236ebcc-e2ea-11e1-b690-003048cd3590	4	Pop Abies alba nach Arbutilon verschieben	autochthon	2012			2146451044	f70479ca-e2ea-11e1-b690-003048cd3590	1		Test 4				650000	230000									1								2012-08-10 15:24:51	salzmann	
150	Abutilon theophrasti Medik.    >>>Testart<<<				e236ebcc-e2ea-11e1-b690-003048cd3590	4	Pop Abies alba nach Arbutilon verschieben	autochthon	2012			2146451045	ce27fece-e2ee-11e1-b690-003048cd3590	2		efraew				640000	234000									1								2012-08-10 15:25:09	salzmann	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			8852CDE0-6610-423D-8EEE-E07254CCB0D4	1	Steinmaur, Steinbruch	nur angesät	2005	676000	259800	13542	2DB0BAEC-AF62-4B9B-8FCC-A91B3C244774	1	Steinmaur	Lägernsteinbruch	nur angesät	0		676000	259800	50	500				03/04 neugestaltete Fläche		Isabelle Flöss	1	2005						1	2012-11-12 08:47:30	luedi	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			48BBB588-6316-4152-8BDD-18EF22319580	2	Eglisau, Chüehalden	nur angesät	2004	682230	270730	13543	E1993291-ED00-4447-808F-0FFF2739B583	1	Eglisau	Chüehalden	nur angesät	0		682230	270730	100	425				Renaturierungsfläche neu gestaltet, sandig		Regula Langenauer	1	2004						1	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			48BBB588-6316-4152-8BDD-18EF22319580	2	Eglisau, Chüehalden	nur angesät	2004	682230	270730	422802085	B29C77BF-44C9-4ABC-8358-1B16DE253830	2	Eglisau	Chüehalden	nur angesät	0		682239	270745								Charlotte Salzmann	1	2007						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			48BBB588-6316-4152-8BDD-18EF22319580	2	Eglisau, Chüehalden	nur angesät	2004	682230	270730	-1062498631	376EE926-8A4D-45DC-9A09-63ADCA0744A9	3	Eglisau	Chüehalden SW-Hang	nur angesät	0		682189	270724						Am Südwest Hang			1	2008						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			FF395ADF-4790-473F-8B8A-8A43A2334843	3	Eglisau, Gentner Süd	nur angesät	2003	681000	271425	13544	30E4FD8F-4069-45DE-88BB-CE840C1A6FDE	1	Eglisau	Gentner Süd	nur angesät	0		681000	271425		395				Magerwiese, liWa		Isabelle Flöss	1	2003						1	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			FF395ADF-4790-473F-8B8A-8A43A2334843	3	Eglisau, Gentner Süd	nur angesät	2003	681000	271425	-2055361615	BFE20AA4-3AB4-4B78-A053-0295D5D55CE5	2	Eglisau	Gentner Süd	nur angesät	0		680928	271504	8							Isabelle Flöss	1	2008						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			FF395ADF-4790-473F-8B8A-8A43A2334843	3	Eglisau, Gentner Süd	nur angesät	2003	681000	271425	354710944	23809A90-6E64-42EC-86D3-DD2BA4BAE670	3	Eglisau	Gentner Süd	nur angesät	0		681025	271423								Charlotte Salzmann	1	2007						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			C7090216-596A-4D17-85CE-C53AFA18C1D6	4	Eglisau, Stampfi	nur angesät	2003	680575	270450	13545	AD53F77D-630D-4FF6-AB0C-44968655CF62	1	Eglisau	Parzelle 224	nur angesät	0		680575	270450		370				Magerwiese		Isabelle Flöss	1				Naturschutzgebiet			1	2011-10-20 11:38:22	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			C7090216-596A-4D17-85CE-C53AFA18C1D6	4	Eglisau, Stampfi	nur angesät	2003	680575	270450	2146450552	61256f5a-faff-11e0-bc69-003048cd3590	2	Eglisau	westl. Parzelle 224	nur angesät			680490	270507								Charlotte Salzmann	1	2011							2011-10-20 11:42:05	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			C7090216-596A-4D17-85CE-C53AFA18C1D6	4	Eglisau, Stampfi	nur angesät	2003	680575	270450	2146450553	8f628a10-faff-11e0-bc69-003048cd3590	3	Eglisau	nördl. Parzelle 224	nur angesät			680577	270478								Charlotte Salzmann	1	2011							2011-10-20 11:43:22	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			0F83DD0D-7A61-4A98-B53D-18CB51ADBF3E	5	Glattfelden, Huser	nur angesät	2003			13546	EA7BD4E2-6C2E-4699-9144-1451605C4782	1	Glattfelden 	Huser, Fl. 7	nur angesät	0		680650	268280								Andreas Keel	1	2005						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			0F83DD0D-7A61-4A98-B53D-18CB51ADBF3E	5	Glattfelden, Huser	nur angesät	2003			13548	8940B09C-833B-4A0A-BC0D-6E4475334C9A	2	Glattfelden	Huser	nur angesät	0		680675	268225		415				neugestaltete Magerwiese		Isabelle Flöss	1	2003						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			0F83DD0D-7A61-4A98-B53D-18CB51ADBF3E	5	Glattfelden, Huser	nur angesät	2003			13547	C8DFBA2A-2AC4-4284-AF45-8055D4DF396A	3	Glattfelden	Huser	nur angesät	0		680675	268225	50	415				neugestaltete Magerwiese		Isabelle Flöss	1	2004		Hansruedi Schudel				0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			E61A2287-7F3F-449C-9E17-E33FC111EBE0	6	Glattfelden, Nadelbändli	nur angesät	2003	681650	267675	13549	08804BB5-115A-4F11-A46F-9B9E9689F884	1	Glattfelden	Nadelbändli/Retentionsbecken	nur angesät	0		681650	267675		418				Sandfläche		Isabelle Flöss	1	2003						1	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			E61A2287-7F3F-449C-9E17-E33FC111EBE0	6	Glattfelden, Nadelbändli	nur angesät	2003	681650	267675	94088550	3057F460-E560-4EBA-A068-741C5180E19F	2	Glattfelden	Nadelbändeli 2	nur angesät	0		681673	267673								Charlotte Salzmann	1	2007						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			E61A2287-7F3F-449C-9E17-E33FC111EBE0	6	Glattfelden, Nadelbändli	nur angesät	2003	681650	267675	-286403288	D439A542-FB01-40CB-A088-A773F7CFCC17	3	Glattfelden	Retentionsbecken	nur angesät	0		681677	267630								Charlotte Salzmann	1	2007						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			283FC302-115D-423F-9235-41379DA6F62D	7	Glattfelden, Schibenrain	nur angesät		679550	268750	13550	CC24E230-B308-44B8-BAB4-8DF1D9D16844	1	Glattfelden	Schibenrain	nur angesät	0		679550	268750		410				bestehende Magerwiese		Isabelle Flöss	1	2003			Naturschutzgebiet			1	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			283FC302-115D-423F-9235-41379DA6F62D	7	Glattfelden, Schibenrain	nur angesät		679550	268750	1693133316	ED2A9F71-4D68-4F30-A5E2-5915EA368041	2	Glattfelden	Schibenrain 2	nur angesät	0		679575	268778								Charlotte Salzmann	1	2007						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			411240B2-9F26-486A-8832-60323FF5F8EF	8	Glattfelden, Zweidler Hard	nur angesät				13551	52C508CB-8B99-44DA-8FEA-38190A84E966	1	Glattfelden	Zweidler Hard	nur angesät	0		678125	268875	100	360				neugestaltete Fläche mit Feucht- und Trockenstandorten und Weihern		Isabelle Flöss	1				Naturschutzgebiet			0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			9E99ABAB-98B0-48D0-AA03-AC3602F63403	9	Hüntwangen, Muren	nur angesät				-1406422487	595A0006-F07F-45E1-A345-2ECF48FE44A0	1	Hüntwangen	Muren	nur angesät	0		679865	271619								Charlotte Salzmann	1	2007						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	13557	1AF5D911-65C2-44B1-88B6-93EB1BDA7FD0	1	Weiach	KG Rüteren, NW-Ecke	nur angesät	0		675500	269000	150							Isabelle Flöss	1							1	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	13555	ABEA1A98-1FDE-4318-93AA-C5B6EDC20A57	2	Weiach	KG Rüteren, NW-Ecke	nur angesät	0		675500	269000	150							Isabelle Flöss	1							0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	13556	9087D009-C936-48B4-B63B-E58D257C8251	3	Weiach	KG Rüteren, NW-Ecke	nur angesät	0		675500	269000	150							Isabelle Flöss	1							0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	13558	2C224C81-495E-47EE-AA2C-9E820F36037D	4	Weiach	KG Rüteren, NW-Ecke	nur angesät	0		675500	269000	150							Isabelle Flöss	1							0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	-2069282900	0175DF2B-BE8C-4534-B476-5D3B8B09FB11	5	Weiach	KG Rüteren, NW-Ecke, Fläche A	nur angesät	0		675500	269000								Charlotte Salzmann	1	2007						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	13561	73DDE962-6998-4E48-9789-419377A0684A	6	Weiach	KG Rüteren, Grund	nur angesät	0		675610	268925	20	340				Grubenboden (ausserhalb eingezäunten Flächen)		Regula Langenauer	1	2004						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	-357474886	E1A30552-B741-4195-BF06-4CFC4FE73A4A	9	Weiach	KG Rüteren, Grund, Fläche B	nur angesät	0		675610	268925								Charlotte Salzmann	1	2007						0	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	-2095897992	E5D4609A-B067-4925-8679-7A5B5518897B	10	Weiach	KG Rüteren, Stubengraben, Fläche C	nur angesät	0		675863	269166								Charlotte Salzmann	1	2007						0	2010-03-27 00:00:00	KarinMarti	
